item,section_prompt,item_text,combined_text
s_cc_15_2021,"Some birds that are here today are smaller than they were many years ago. Why is this happening? It is a mystery. How do scientists study a mystery? First, scientists try to understand the bird’s skeletal and muscular systems. Those systems help birds to fly. One thing scientists know is that birds’ bones are hollow inside. So, they don’t weigh much. Birds’ skeletons weigh less than their feathers. They have also learned that a bird wing works like a human arm. Birds contract their chest muscles to make their wings flap. Second, scientists try to diagnose the reasons that the birds’ bodies might have changed over time. Some scientists thought that birds’ skeletal or muscular systems might have changed. So, they studied migratory birds in North America. Migratory birds fly long distances to warmer places for the winter. Third, scientists measured the physical characteristics of the birds. They measured the size of the birds’ bones. They found some of the birds’ bones were shorter than they were 40 years ago. For example, the lower leg bone of many birds is smaller. Fourth, scientists measured the migratory birds’ wings. They found the birds’ wings are longer than they used to be. Many scientists asked, “Why are the birds’ bones smaller than they used be. But their wings are longer?” They thought about the long distance the birds fly in winter. They thought that the birds’ bodies changed to adapt to the long winter flight. They would need a lot of energy for the flight. A smaller body would have smaller muscles and less fat. But smaller bones and longer wings would make flying easier. Over time, these characteristics of birds have become more common. The scientists came up with some very good ideas about why these skeletal changes might be occurring.",Which sentence best summarizes paragraph 2?,"Some birds that are here today are smaller than they were many years ago. Why is this happening? It is a mystery. How do scientists study a mystery? First, scientists try to understand the bird’s skeletal and muscular systems. Those systems help birds to fly. One thing scientists know is that birds’ bones are hollow inside. So, they don’t weigh much. Birds’ skeletons weigh less than their feathers. They have also learned that a bird wing works like a human arm. Birds contract their chest muscles to make their wings flap. Second, scientists try to diagnose the reasons that the birds’ bodies might have changed over time. Some scientists thought that birds’ skeletal or muscular systems might have changed. So, they studied migratory birds in North America. Migratory birds fly long distances to warmer places for the winter. Third, scientists measured the physical characteristics of the birds. They measured the size of the birds’ bones. They found some of the birds’ bones were shorter than they were 40 years ago. For example, the lower leg bone of many birds is smaller. Fourth, scientists measured the migratory birds’ wings. They found the birds’ wings are longer than they used to be. Many scientists asked, “Why are the birds’ bones smaller than they used be. But their wings are longer?” They thought about the long distance the birds fly in winter. They thought that the birds’ bodies changed to adapt to the long winter flight. They would need a lot of energy for the flight. A smaller body would have smaller muscles and less fat. But smaller bones and longer wings would make flying easier. Over time, these characteristics of birds have become more common. The scientists came up with some very good ideas about why these skeletal changes might be occurring.: Which sentence best summarizes paragraph 2?
Scientists worked to learn about birds’ bones and wings
Scientists thought muscles carry blood
Scientists learned that a bird wing was like a human arm
Scientists knew where the birds were flying"
s_cc_19_2021,"Some birds that are here today are smaller than they were many years ago. Why is this happening? It is a mystery. How do scientists study a mystery? First, scientists try to understand the bird’s skeletal and muscular systems. Those systems help birds to fly. One thing scientists know is that birds’ bones are hollow inside. So, they don’t weigh much. Birds’ skeletons weigh less than their feathers. They have also learned that a bird wing works like a human arm. Birds contract their chest muscles to make their wings flap. Second, scientists try to diagnose the reasons that the birds’ bodies might have changed over time. Some scientists thought that birds’ skeletal or muscular systems might have changed. So, they studied migratory birds in North America. Migratory birds fly long distances to warmer places for the winter. Third, scientists measured the physical characteristics of the birds. They measured the size of the birds’ bones. They found some of the birds’ bones were shorter than they were 40 years ago. For example, the lower leg bone of many birds is smaller. Fourth, scientists measured the migratory birds’ wings. They found the birds’ wings are longer than they used to be. Many scientists asked, “Why are the birds’ bones smaller than they used be. But their wings are longer?” They thought about the long distance the birds fly in winter. They thought that the birds’ bodies changed to adapt to the long winter flight. They would need a lot of energy for the flight. A smaller body would have smaller muscles and less fat. But smaller bones and longer wings would make flying easier. Over time, these characteristics of birds have become more common. The scientists came up with some very good ideas about why these skeletal changes might be occurring.","In paragraph 3, what is another word for diagnose?","Some birds that are here today are smaller than they were many years ago. Why is this happening? It is a mystery. How do scientists study a mystery? First, scientists try to understand the bird’s skeletal and muscular systems. Those systems help birds to fly. One thing scientists know is that birds’ bones are hollow inside. So, they don’t weigh much. Birds’ skeletons weigh less than their feathers. They have also learned that a bird wing works like a human arm. Birds contract their chest muscles to make their wings flap. Second, scientists try to diagnose the reasons that the birds’ bodies might have changed over time. Some scientists thought that birds’ skeletal or muscular systems might have changed. So, they studied migratory birds in North America. Migratory birds fly long distances to warmer places for the winter. Third, scientists measured the physical characteristics of the birds. They measured the size of the birds’ bones. They found some of the birds’ bones were shorter than they were 40 years ago. For example, the lower leg bone of many birds is smaller. Fourth, scientists measured the migratory birds’ wings. They found the birds’ wings are longer than they used to be. Many scientists asked, “Why are the birds’ bones smaller than they used be. But their wings are longer?” They thought about the long distance the birds fly in winter. They thought that the birds’ bodies changed to adapt to the long winter flight. They would need a lot of energy for the flight. A smaller body would have smaller muscles and less fat. But smaller bones and longer wings would make flying easier. Over time, these characteristics of birds have become more common. The scientists came up with some very good ideas about why these skeletal changes might be occurring.: In paragraph 3, what is another word for diagnose?
change
identify
migrate
distance"
s_cc_30_2021,"In many ways, skyscrapers are like the human body. They have bones that keep it tall and strong and skin to protect the body. They have a command center that is like a brain. How do engineers design and build strong and smart skyscrapers? It is very challenging to build a skyscraper because there are many parts that have to work together. If one part is broken, the skyscraper will not work properly. First, engineers need a strong and tall frame that supports the floors and walls. This frame is like the bones of a skyscraper. The bones of a skyscraper are made of concrete, steel and other materials. The columns are like the backbone of a human body. The columns go up. The steel columns hold up each floor. There are also steel beams that go across each floor. The steel columns and beams must be strong to resist the force of gravity. The steel columns and beams must work together to form a strong backbone. Second, engineers need to design a command center. The command center is a computer that sends signals through wires in a skyscraper. For example, it sends signals to help bring fresh air into rooms, just like your lungs. The command center also controls the heating and air conditioning. It helps the building cool down when it’s too hot and warm up when it’s too cold. A skyscraper has many different parts that work together. The bones make the building tall and strong. The skin protects the inside of the building. The skin of a skyscraper can be made of metal, stone, or glass. The brain controls the building temperature. The anatomy of a skyscraper is like a human body. All the parts have to work together. That's how a city skyscraper works properly.","According to paragraph 4, a skyscraper’s command center is like the human body’s","In many ways, skyscrapers are like the human body. They have bones that keep it tall and strong and skin to protect the body. They have a command center that is like a brain. How do engineers design and build strong and smart skyscrapers? It is very challenging to build a skyscraper because there are many parts that have to work together. If one part is broken, the skyscraper will not work properly. First, engineers need a strong and tall frame that supports the floors and walls. This frame is like the bones of a skyscraper. The bones of a skyscraper are made of concrete, steel and other materials. The columns are like the backbone of a human body. The columns go up. The steel columns hold up each floor. There are also steel beams that go across each floor. The steel columns and beams must be strong to resist the force of gravity. The steel columns and beams must work together to form a strong backbone. Second, engineers need to design a command center. The command center is a computer that sends signals through wires in a skyscraper. For example, it sends signals to help bring fresh air into rooms, just like your lungs. The command center also controls the heating and air conditioning. It helps the building cool down when it’s too hot and warm up when it’s too cold. A skyscraper has many different parts that work together. The bones make the building tall and strong. The skin protects the inside of the building. The skin of a skyscraper can be made of metal, stone, or glass. The brain controls the building temperature. The anatomy of a skyscraper is like a human body. All the parts have to work together. That's how a city skyscraper works properly.: According to paragraph 4, a skyscraper’s command center is like the human body’s
muscular system
nervous system
digestive system
skeletal system"
s_cc_17_2021,"Some birds that are here today are smaller than they were many years ago. Why is this happening? It is a mystery. How do scientists study a mystery? First, scientists try to understand the bird’s skeletal and muscular systems. Those systems help birds to fly. One thing scientists know is that birds’ bones are hollow inside. So, they don’t weigh much. Birds’ skeletons weigh less than their feathers. They have also learned that a bird wing works like a human arm. Birds contract their chest muscles to make their wings flap. Second, scientists try to diagnose the reasons that the birds’ bodies might have changed over time. Some scientists thought that birds’ skeletal or muscular systems might have changed. So, they studied migratory birds in North America. Migratory birds fly long distances to warmer places for the winter. Third, scientists measured the physical characteristics of the birds. They measured the size of the birds’ bones. They found some of the birds’ bones were shorter than they were 40 years ago. For example, the lower leg bone of many birds is smaller. Fourth, scientists measured the migratory birds’ wings. They found the birds’ wings are longer than they used to be. Many scientists asked, “Why are the birds’ bones smaller than they used be. But their wings are longer?” They thought about the long distance the birds fly in winter. They thought that the birds’ bodies changed to adapt to the long winter flight. They would need a lot of energy for the flight. A smaller body would have smaller muscles and less fat. But smaller bones and longer wings would make flying easier. Over time, these characteristics of birds have become more common. The scientists came up with some very good ideas about why these skeletal changes might be occurring.",The author said that scientists are studying the mystery of the shrinking birds. What was one thing the scientists discovered?,"Some birds that are here today are smaller than they were many years ago. Why is this happening? It is a mystery. How do scientists study a mystery? First, scientists try to understand the bird’s skeletal and muscular systems. Those systems help birds to fly. One thing scientists know is that birds’ bones are hollow inside. So, they don’t weigh much. Birds’ skeletons weigh less than their feathers. They have also learned that a bird wing works like a human arm. Birds contract their chest muscles to make their wings flap. Second, scientists try to diagnose the reasons that the birds’ bodies might have changed over time. Some scientists thought that birds’ skeletal or muscular systems might have changed. So, they studied migratory birds in North America. Migratory birds fly long distances to warmer places for the winter. Third, scientists measured the physical characteristics of the birds. They measured the size of the birds’ bones. They found some of the birds’ bones were shorter than they were 40 years ago. For example, the lower leg bone of many birds is smaller. Fourth, scientists measured the migratory birds’ wings. They found the birds’ wings are longer than they used to be. Many scientists asked, “Why are the birds’ bones smaller than they used be. But their wings are longer?” They thought about the long distance the birds fly in winter. They thought that the birds’ bodies changed to adapt to the long winter flight. They would need a lot of energy for the flight. A smaller body would have smaller muscles and less fat. But smaller bones and longer wings would make flying easier. Over time, these characteristics of birds have become more common. The scientists came up with some very good ideas about why these skeletal changes might be occurring.: The author said that scientists are studying the mystery of the shrinking birds. What was one thing the scientists discovered?
The leg bone of some birds is getting larger
It is hard to measure birds when they are migrating
It’s easier to fly a long way with longer wings
Birds use more energy now when they fly"
s_cc_6_2021,"A human is a primate. In primates, the heart sends oxygen in the blood all around the body. The body must have oxygen to function properly. The strong heart muscle contracts to pump blood all around the body. A healthy heart never rests. But what happens when a person’s heart gets weaker? People with weak hearts need help. Scientists have to study a medical mystery. Then they might be able to help people. First, scientists need to diagnose the reasons that a human heart gets weak. They need to do tests. But sometimes it would be hard on a sick person to have tests done. So, scientists study animals that have body systems like humans. Scientists knew that the macaque monkey’s heart is similar to the human heart. So, they did tests with macaque monkeys. The scientists learned what happens when a monkey has a heart attack. After a heart attack, the monkey’s heart muscle has scar tissue where it was damaged. The scar tissue cannot contract like a strong heart muscle can. Then the monkey’s heart cannot pump enough blood to give the body the oxygen it needs. Without enough oxygen, the monkey’s body cannot function properly. Second, scientists wanted to try out new solutions that would keep the heart working. Sometimes the new solutions might fail. So, scientists didn’t want to try the solutions with people right away. They tried a solution with macaque monkeys. Scientists developed an idea. Then, they tested an idea. They injected human stem cells from the human heart into the monkey’s heart. After four weeks the human heart cells grew where the monkey’s scar tissue was. After three months, the monkey’s heart got stronger. Now scientists are using what they found in this experiment to help humans who have had heart attacks.",What is the purpose of this passage?,"A human is a primate. In primates, the heart sends oxygen in the blood all around the body. The body must have oxygen to function properly. The strong heart muscle contracts to pump blood all around the body. A healthy heart never rests. But what happens when a person’s heart gets weaker? People with weak hearts need help. Scientists have to study a medical mystery. Then they might be able to help people. First, scientists need to diagnose the reasons that a human heart gets weak. They need to do tests. But sometimes it would be hard on a sick person to have tests done. So, scientists study animals that have body systems like humans. Scientists knew that the macaque monkey’s heart is similar to the human heart. So, they did tests with macaque monkeys. The scientists learned what happens when a monkey has a heart attack. After a heart attack, the monkey’s heart muscle has scar tissue where it was damaged. The scar tissue cannot contract like a strong heart muscle can. Then the monkey’s heart cannot pump enough blood to give the body the oxygen it needs. Without enough oxygen, the monkey’s body cannot function properly. Second, scientists wanted to try out new solutions that would keep the heart working. Sometimes the new solutions might fail. So, scientists didn’t want to try the solutions with people right away. They tried a solution with macaque monkeys. Scientists developed an idea. Then, they tested an idea. They injected human stem cells from the human heart into the monkey’s heart. After four weeks the human heart cells grew where the monkey’s scar tissue was. After three months, the monkey’s heart got stronger. Now scientists are using what they found in this experiment to help humans who have had heart attacks.: What is the purpose of this passage?
To show how scientists study a medical mystery
To help people keep their bodies strong
To tell why it is hard to help sick monkeys
To describe what happens after a heart attack"
s_cc_31_2021,"In many ways, skyscrapers are like the human body. They have bones that keep it tall and strong and skin to protect the body. They have a command center that is like a brain. How do engineers design and build strong and smart skyscrapers? It is very challenging to build a skyscraper because there are many parts that have to work together. If one part is broken, the skyscraper will not work properly. First, engineers need a strong and tall frame that supports the floors and walls. This frame is like the bones of a skyscraper. The bones of a skyscraper are made of concrete, steel and other materials. The columns are like the backbone of a human body. The columns go up. The steel columns hold up each floor. There are also steel beams that go across each floor. The steel columns and beams must be strong to resist the force of gravity. The steel columns and beams must work together to form a strong backbone. Second, engineers need to design a command center. The command center is a computer that sends signals through wires in a skyscraper. For example, it sends signals to help bring fresh air into rooms, just like your lungs. The command center also controls the heating and air conditioning. It helps the building cool down when it’s too hot and warm up when it’s too cold. A skyscraper has many different parts that work together. The bones make the building tall and strong. The skin protects the inside of the building. The skin of a skyscraper can be made of metal, stone, or glass. The brain controls the building temperature. The anatomy of a skyscraper is like a human body. All the parts have to work together. That's how a city skyscraper works properly.",To send a signal can also mean to send a,"In many ways, skyscrapers are like the human body. They have bones that keep it tall and strong and skin to protect the body. They have a command center that is like a brain. How do engineers design and build strong and smart skyscrapers? It is very challenging to build a skyscraper because there are many parts that have to work together. If one part is broken, the skyscraper will not work properly. First, engineers need a strong and tall frame that supports the floors and walls. This frame is like the bones of a skyscraper. The bones of a skyscraper are made of concrete, steel and other materials. The columns are like the backbone of a human body. The columns go up. The steel columns hold up each floor. There are also steel beams that go across each floor. The steel columns and beams must be strong to resist the force of gravity. The steel columns and beams must work together to form a strong backbone. Second, engineers need to design a command center. The command center is a computer that sends signals through wires in a skyscraper. For example, it sends signals to help bring fresh air into rooms, just like your lungs. The command center also controls the heating and air conditioning. It helps the building cool down when it’s too hot and warm up when it’s too cold. A skyscraper has many different parts that work together. The bones make the building tall and strong. The skin protects the inside of the building. The skin of a skyscraper can be made of metal, stone, or glass. The brain controls the building temperature. The anatomy of a skyscraper is like a human body. All the parts have to work together. That's how a city skyscraper works properly.: To send a signal can also mean to send a
conversation
turn
system
message"
s_cc_4_2021,"A human is a primate. In primates, the heart sends oxygen in the blood all around the body. The body must have oxygen to function properly. The strong heart muscle contracts to pump blood all around the body. A healthy heart never rests. But what happens when a person’s heart gets weaker? People with weak hearts need help. Scientists have to study a medical mystery. Then they might be able to help people. First, scientists need to diagnose the reasons that a human heart gets weak. They need to do tests. But sometimes it would be hard on a sick person to have tests done. So, scientists study animals that have body systems like humans. Scientists knew that the macaque monkey’s heart is similar to the human heart. So, they did tests with macaque monkeys. The scientists learned what happens when a monkey has a heart attack. After a heart attack, the monkey’s heart muscle has scar tissue where it was damaged. The scar tissue cannot contract like a strong heart muscle can. Then the monkey’s heart cannot pump enough blood to give the body the oxygen it needs. Without enough oxygen, the monkey’s body cannot function properly. Second, scientists wanted to try out new solutions that would keep the heart working. Sometimes the new solutions might fail. So, scientists didn’t want to try the solutions with people right away. They tried a solution with macaque monkeys. Scientists developed an idea. Then, they tested an idea. They injected human stem cells from the human heart into the monkey’s heart. After four weeks the human heart cells grew where the monkey’s scar tissue was. After three months, the monkey’s heart got stronger. Now scientists are using what they found in this experiment to help humans who have had heart attacks.",What medical mystery are scientists trying to study in this passage?,"A human is a primate. In primates, the heart sends oxygen in the blood all around the body. The body must have oxygen to function properly. The strong heart muscle contracts to pump blood all around the body. A healthy heart never rests. But what happens when a person’s heart gets weaker? People with weak hearts need help. Scientists have to study a medical mystery. Then they might be able to help people. First, scientists need to diagnose the reasons that a human heart gets weak. They need to do tests. But sometimes it would be hard on a sick person to have tests done. So, scientists study animals that have body systems like humans. Scientists knew that the macaque monkey’s heart is similar to the human heart. So, they did tests with macaque monkeys. The scientists learned what happens when a monkey has a heart attack. After a heart attack, the monkey’s heart muscle has scar tissue where it was damaged. The scar tissue cannot contract like a strong heart muscle can. Then the monkey’s heart cannot pump enough blood to give the body the oxygen it needs. Without enough oxygen, the monkey’s body cannot function properly. Second, scientists wanted to try out new solutions that would keep the heart working. Sometimes the new solutions might fail. So, scientists didn’t want to try the solutions with people right away. They tried a solution with macaque monkeys. Scientists developed an idea. Then, they tested an idea. They injected human stem cells from the human heart into the monkey’s heart. After four weeks the human heart cells grew where the monkey’s scar tissue was. After three months, the monkey’s heart got stronger. Now scientists are using what they found in this experiment to help humans who have had heart attacks.: What medical mystery are scientists trying to study in this passage?
How to help macaque monkeys stay strong
How to find macaque monkeys with weak hearts
How to help people after a heart attack
How to find scar tissue in a weak heart"
s_cc_16_2021,"Some birds that are here today are smaller than they were many years ago. Why is this happening? It is a mystery. How do scientists study a mystery? First, scientists try to understand the bird’s skeletal and muscular systems. Those systems help birds to fly. One thing scientists know is that birds’ bones are hollow inside. So, they don’t weigh much. Birds’ skeletons weigh less than their feathers. They have also learned that a bird wing works like a human arm. Birds contract their chest muscles to make their wings flap. Second, scientists try to diagnose the reasons that the birds’ bodies might have changed over time. Some scientists thought that birds’ skeletal or muscular systems might have changed. So, they studied migratory birds in North America. Migratory birds fly long distances to warmer places for the winter. Third, scientists measured the physical characteristics of the birds. They measured the size of the birds’ bones. They found some of the birds’ bones were shorter than they were 40 years ago. For example, the lower leg bone of many birds is smaller. Fourth, scientists measured the migratory birds’ wings. They found the birds’ wings are longer than they used to be. Many scientists asked, “Why are the birds’ bones smaller than they used be. But their wings are longer?” They thought about the long distance the birds fly in winter. They thought that the birds’ bodies changed to adapt to the long winter flight. They would need a lot of energy for the flight. A smaller body would have smaller muscles and less fat. But smaller bones and longer wings would make flying easier. Over time, these characteristics of birds have become more common. The scientists came up with some very good ideas about why these skeletal changes might be occurring.","Scientists found that when one part of a bird became smaller, another part became?","Some birds that are here today are smaller than they were many years ago. Why is this happening? It is a mystery. How do scientists study a mystery? First, scientists try to understand the bird’s skeletal and muscular systems. Those systems help birds to fly. One thing scientists know is that birds’ bones are hollow inside. So, they don’t weigh much. Birds’ skeletons weigh less than their feathers. They have also learned that a bird wing works like a human arm. Birds contract their chest muscles to make their wings flap. Second, scientists try to diagnose the reasons that the birds’ bodies might have changed over time. Some scientists thought that birds’ skeletal or muscular systems might have changed. So, they studied migratory birds in North America. Migratory birds fly long distances to warmer places for the winter. Third, scientists measured the physical characteristics of the birds. They measured the size of the birds’ bones. They found some of the birds’ bones were shorter than they were 40 years ago. For example, the lower leg bone of many birds is smaller. Fourth, scientists measured the migratory birds’ wings. They found the birds’ wings are longer than they used to be. Many scientists asked, “Why are the birds’ bones smaller than they used be. But their wings are longer?” They thought about the long distance the birds fly in winter. They thought that the birds’ bodies changed to adapt to the long winter flight. They would need a lot of energy for the flight. A smaller body would have smaller muscles and less fat. But smaller bones and longer wings would make flying easier. Over time, these characteristics of birds have become more common. The scientists came up with some very good ideas about why these skeletal changes might be occurring.: Scientists found that when one part of a bird became smaller, another part became?
heavier
smaller
lighter
larger"
s_cc_11_2021,"A human is a primate. In primates, the heart sends oxygen in the blood all around the body. The body must have oxygen to function properly. The strong heart muscle contracts to pump blood all around the body. A healthy heart never rests. But what happens when a person’s heart gets weaker? People with weak hearts need help. Scientists have to study a medical mystery. Then they might be able to help people. First, scientists need to diagnose the reasons that a human heart gets weak. They need to do tests. But sometimes it would be hard on a sick person to have tests done. So, scientists study animals that have body systems like humans. Scientists knew that the macaque monkey’s heart is similar to the human heart. So, they did tests with macaque monkeys. The scientists learned what happens when a monkey has a heart attack. After a heart attack, the monkey’s heart muscle has scar tissue where it was damaged. The scar tissue cannot contract like a strong heart muscle can. Then the monkey’s heart cannot pump enough blood to give the body the oxygen it needs. Without enough oxygen, the monkey’s body cannot function properly. Second, scientists wanted to try out new solutions that would keep the heart working. Sometimes the new solutions might fail. So, scientists didn’t want to try the solutions with people right away. They tried a solution with macaque monkeys. Scientists developed an idea. Then, they tested an idea. They injected human stem cells from the human heart into the monkey’s heart. After four weeks the human heart cells grew where the monkey’s scar tissue was. After three months, the monkey’s heart got stronger. Now scientists are using what they found in this experiment to help humans who have had heart attacks.",What is this passage mostly about?,"A human is a primate. In primates, the heart sends oxygen in the blood all around the body. The body must have oxygen to function properly. The strong heart muscle contracts to pump blood all around the body. A healthy heart never rests. But what happens when a person’s heart gets weaker? People with weak hearts need help. Scientists have to study a medical mystery. Then they might be able to help people. First, scientists need to diagnose the reasons that a human heart gets weak. They need to do tests. But sometimes it would be hard on a sick person to have tests done. So, scientists study animals that have body systems like humans. Scientists knew that the macaque monkey’s heart is similar to the human heart. So, they did tests with macaque monkeys. The scientists learned what happens when a monkey has a heart attack. After a heart attack, the monkey’s heart muscle has scar tissue where it was damaged. The scar tissue cannot contract like a strong heart muscle can. Then the monkey’s heart cannot pump enough blood to give the body the oxygen it needs. Without enough oxygen, the monkey’s body cannot function properly. Second, scientists wanted to try out new solutions that would keep the heart working. Sometimes the new solutions might fail. So, scientists didn’t want to try the solutions with people right away. They tried a solution with macaque monkeys. Scientists developed an idea. Then, they tested an idea. They injected human stem cells from the human heart into the monkey’s heart. After four weeks the human heart cells grew where the monkey’s scar tissue was. After three months, the monkey’s heart got stronger. Now scientists are using what they found in this experiment to help humans who have had heart attacks.: What is this passage mostly about?
Why scientists want to heal the hearts of monkeys
How scientists study other animals to help human hearts
How the heart muscle provides oxygen to the brain
Who invented the idea of using stem cells"
s_cc_29_2021,"In many ways, skyscrapers are like the human body. They have bones that keep it tall and strong and skin to protect the body. They have a command center that is like a brain. How do engineers design and build strong and smart skyscrapers? It is very challenging to build a skyscraper because there are many parts that have to work together. If one part is broken, the skyscraper will not work properly. First, engineers need a strong and tall frame that supports the floors and walls. This frame is like the bones of a skyscraper. The bones of a skyscraper are made of concrete, steel and other materials. The columns are like the backbone of a human body. The columns go up. The steel columns hold up each floor. There are also steel beams that go across each floor. The steel columns and beams must be strong to resist the force of gravity. The steel columns and beams must work together to form a strong backbone. Second, engineers need to design a command center. The command center is a computer that sends signals through wires in a skyscraper. For example, it sends signals to help bring fresh air into rooms, just like your lungs. The command center also controls the heating and air conditioning. It helps the building cool down when it’s too hot and warm up when it’s too cold. A skyscraper has many different parts that work together. The bones make the building tall and strong. The skin protects the inside of the building. The skin of a skyscraper can be made of metal, stone, or glass. The brain controls the building temperature. The anatomy of a skyscraper is like a human body. All the parts have to work together. That's how a city skyscraper works properly.",What does the author think is special about the beams and columns of a skyscraper?,"In many ways, skyscrapers are like the human body. They have bones that keep it tall and strong and skin to protect the body. They have a command center that is like a brain. How do engineers design and build strong and smart skyscrapers? It is very challenging to build a skyscraper because there are many parts that have to work together. If one part is broken, the skyscraper will not work properly. First, engineers need a strong and tall frame that supports the floors and walls. This frame is like the bones of a skyscraper. The bones of a skyscraper are made of concrete, steel and other materials. The columns are like the backbone of a human body. The columns go up. The steel columns hold up each floor. There are also steel beams that go across each floor. The steel columns and beams must be strong to resist the force of gravity. The steel columns and beams must work together to form a strong backbone. Second, engineers need to design a command center. The command center is a computer that sends signals through wires in a skyscraper. For example, it sends signals to help bring fresh air into rooms, just like your lungs. The command center also controls the heating and air conditioning. It helps the building cool down when it’s too hot and warm up when it’s too cold. A skyscraper has many different parts that work together. The bones make the building tall and strong. The skin protects the inside of the building. The skin of a skyscraper can be made of metal, stone, or glass. The brain controls the building temperature. The anatomy of a skyscraper is like a human body. All the parts have to work together. That's how a city skyscraper works properly.: What does the author think is special about the beams and columns of a skyscraper?
They are made of many different materials
They can damage parts of the skyscraper
They are like the nervous system of a human body
They are like the skeletal system of a human body"
s_cc_27_2021,"In many ways, skyscrapers are like the human body. They have bones that keep it tall and strong and skin to protect the body. They have a command center that is like a brain. How do engineers design and build strong and smart skyscrapers? It is very challenging to build a skyscraper because there are many parts that have to work together. If one part is broken, the skyscraper will not work properly. First, engineers need a strong and tall frame that supports the floors and walls. This frame is like the bones of a skyscraper. The bones of a skyscraper are made of concrete, steel and other materials. The columns are like the backbone of a human body. The columns go up. The steel columns hold up each floor. There are also steel beams that go across each floor. The steel columns and beams must be strong to resist the force of gravity. The steel columns and beams must work together to form a strong backbone. Second, engineers need to design a command center. The command center is a computer that sends signals through wires in a skyscraper. For example, it sends signals to help bring fresh air into rooms, just like your lungs. The command center also controls the heating and air conditioning. It helps the building cool down when it’s too hot and warm up when it’s too cold. A skyscraper has many different parts that work together. The bones make the building tall and strong. The skin protects the inside of the building. The skin of a skyscraper can be made of metal, stone, or glass. The brain controls the building temperature. The anatomy of a skyscraper is like a human body. All the parts have to work together. That's how a city skyscraper works properly.",What is the main idea of paragraph 3?,"In many ways, skyscrapers are like the human body. They have bones that keep it tall and strong and skin to protect the body. They have a command center that is like a brain. How do engineers design and build strong and smart skyscrapers? It is very challenging to build a skyscraper because there are many parts that have to work together. If one part is broken, the skyscraper will not work properly. First, engineers need a strong and tall frame that supports the floors and walls. This frame is like the bones of a skyscraper. The bones of a skyscraper are made of concrete, steel and other materials. The columns are like the backbone of a human body. The columns go up. The steel columns hold up each floor. There are also steel beams that go across each floor. The steel columns and beams must be strong to resist the force of gravity. The steel columns and beams must work together to form a strong backbone. Second, engineers need to design a command center. The command center is a computer that sends signals through wires in a skyscraper. For example, it sends signals to help bring fresh air into rooms, just like your lungs. The command center also controls the heating and air conditioning. It helps the building cool down when it’s too hot and warm up when it’s too cold. A skyscraper has many different parts that work together. The bones make the building tall and strong. The skin protects the inside of the building. The skin of a skyscraper can be made of metal, stone, or glass. The brain controls the building temperature. The anatomy of a skyscraper is like a human body. All the parts have to work together. That's how a city skyscraper works properly.: What is the main idea of paragraph 3?
To describe what the backbone of a skyscraper is made of
To describe how engineers work together to build skyscrapers
To describe the reasons why a skyscraper is a tall building
To describe why checklists are needed to build a safe skyscraper"
