table,item,hbt_native_mean_strength,hbt_native_posterior_sd,hbt_z_score,hbt_z_SE
gilbert_meta_102,vocab_q2,0.36574581789821997,0.12285143329990933,0.27636734687840037,0.09261239599847115
gilbert_meta_102,vocab_q20,-1.2212159397330085,0.16262315944841343,-0.9216222771697427,0.11404021809679625
gilbert_meta_102,vocab_q21,0.35112871913908744,0.11450188274299132,0.26486054466928705,0.08497600037770339
gilbert_meta_102,vocab_q22,0.9347348980418546,0.13481882717855928,0.705072706114475,0.093181362334562
gilbert_meta_102,vocab_q23,-2.080928683597891,0.15498931826115137,-1.5709155800713168,0.09696105715720345
gilbert_meta_102,vocab_q24,0.4827683022484657,0.11877498912006322,0.3642740502398577,0.0876039132673307
gilbert_meta_102,vocab_q25,1.3455387066141433,0.14121481348511808,1.0157241390006007,0.09743126302378041
gilbert_meta_102,vocab_q26,-2.0897956365803547,0.23331549230878207,-1.5765057185703073,0.15206758648325652
gilbert_meta_102,vocab_q27,0.7183272196281731,0.13502053486365753,0.5420442180644699,0.098020611700083
gilbert_meta_102,vocab_q28,-2.4239307497918943,0.21656811199940781,-1.8288583458450482,0.1312246968408154
gilbert_meta_102,vocab_q29,0.6080548595506544,0.1352897961472475,0.4588358447941271,0.09941780797516127
gilbert_meta_102,vocab_q3,-2.4366302443655377,0.2019840285106971,-1.8389354571709244,0.12428446003433807
gilbert_meta_102,vocab_q30,0.7106759603156779,0.12642835906351263,0.5366250009546172,0.09372183931297451
gilbert_meta_102,vocab_q31,-1.3763906902516418,0.16918808909014352,-1.0390261515061618,0.11980863294768923
gilbert_meta_102,vocab_q32,2.446435422775348,0.2132042379412386,1.8461424700182865,0.13163341599641012
gilbert_meta_102,vocab_q33,-0.34802907894904683,0.13241196617569065,-0.2620353055749211,0.09746549599330417
gilbert_meta_102,vocab_q34,-0.13573996026114504,0.13480855837393532,-0.1024624626247547,0.10156820823173113
gilbert_meta_102,vocab_q35,0.9141778981304044,0.13328718256778263,0.6899491948797002,0.09499049008532828
gilbert_meta_102,vocab_q4,1.4280101832509136,0.1444945337968234,1.0782619195363996,0.10188092314803547
gilbert_meta_102,vocab_q5,0.8984006236261286,0.12001147862356619,0.678161162813452,0.08548910411729489
gilbert_meta_102,vocab_q6,-1.4185857208966555,0.14424020761978726,-1.0712925773813848,0.10320323671292334
gilbert_meta_102,vocab_q7,-0.5108665063496333,0.14065664425550964,-0.3858692734952757,0.10563278581460345
gilbert_meta_102,vocab_q8,2.1505285957957385,0.20990487037543964,1.622658234388588,0.13368361719287938
gilbert_meta_102,vocab_q9,1.398344645931186,0.15920551319412735,1.0553163679115452,0.10872672036091394
gilbert_meta_103,cc_q10,0.649344024503652,0.17593058584673582,0.2261919684373465,0.06165698098178736
gilbert_meta_103,cc_q11,4.217472879912819,0.5296427619732367,1.467413442748377,0.17564712647060943
gilbert_meta_103,cc_q14,-0.3811281091135264,0.19882205750863272,-0.13237757248887397,0.0685819972612357
gilbert_meta_103,cc_q15,0.8368047792620558,0.19119010507801815,0.29127987135866695,0.06617316306360596
gilbert_meta_103,cc_q16,-1.2497846935173917,0.21240224317435222,-0.43484639392462515,0.0722118275940648
gilbert_meta_103,cc_q17,0.8911202382678609,0.2000351129240947,0.3101490851291697,0.06908962496300389
gilbert_meta_103,cc_q18,2.0265128861400377,0.2250534744135028,0.7054823729071736,0.07754489753525237
gilbert_meta_103,cc_q19,-0.07968470431613686,0.1951259762497092,-0.027811769990797916,0.06792323662457389
gilbert_meta_103,cc_q2,-2.0546788882824707,0.22416148164209676,-0.7150220561481265,0.0748430718576468
gilbert_meta_103,cc_q20,6.000125273222177,0.5703398214850258,2.0858503384676994,0.16109784431684504
gilbert_meta_103,cc_q21,0.2042254185422483,0.16760550316424713,0.07114824068030538,0.05833037581449324
gilbert_meta_103,cc_q22,3.4812324990861145,0.3807313342959605,1.2114378934235284,0.12669657488730485
gilbert_meta_103,cc_q23,-1.7476415445965041,0.21825241718760563,-0.6083511777059765,0.07516380410820873
gilbert_meta_103,cc_q26,-3.2761156439954178,0.3356328754732637,-1.1400988265955745,0.11147538330678418
gilbert_meta_103,cc_q27,0.3868301958400517,0.17344170997877278,0.1347457786545582,0.060524936254285164
gilbert_meta_103,cc_q28,-4.1605757571932775,0.3631537965450931,-1.4470035852535277,0.10690255110149574
gilbert_meta_103,cc_q29,-0.829373842025375,0.20734705112862276,-0.28848674088279036,0.07098641101548414
gilbert_meta_103,cc_q3,-2.092229763613447,0.2180138265631392,-0.7281694324385614,0.07324366578389169
gilbert_meta_103,cc_q30,0.6757093658457782,0.18313073006703212,0.23522635850291815,0.06365144712601582
gilbert_meta_103,cc_q31,-3.2011450190636452,0.31121418733323014,-1.1143440029900165,0.10652627922200852
gilbert_meta_103,cc_q32,-1.2348427312646497,0.21705526967380623,-0.42972244303496543,0.07436977447842491
gilbert_meta_103,cc_q33,-4.342085886792752,0.31535558693443655,-1.511035488022882,0.09930727915969445
gilbert_meta_103,cc_q34,2.692819696469582,0.26609602405988264,0.9373128922394465,0.09025607483014939
gilbert_meta_103,cc_q4,1.7812289683691747,0.22611694558356737,0.6202594719828495,0.07946550511925203
gilbert_meta_103,cc_q5,-0.4557303901566853,0.182118424876887,-0.1586099792546889,0.06322741012539257
gilbert_meta_103,cc_q6,4.559879559743136,0.4302872132977412,1.5861681892256452,0.13338978084163375
gilbert_meta_103,cc_q7,-5.828561673207522,0.5695918718024018,-2.0263260995401358,0.16433305031014628
gilbert_meta_103,cc_q8,4.025365115365805,0.3798114870900426,1.4000741289388372,0.11574811288383895
gilbert_meta_103,cc_q9,-1.4950922534316915,0.23264448624575124,-0.5205344644249789,0.08103873353830025
gilbert_meta_104,bg_know_q1,1.0798304408673807,0.2264622086030053,0.7680855430519987,0.14373400390307367
gilbert_meta_104,bg_know_q2,0.22600136767838913,0.15634157785683792,0.15417330747770588,0.10162498812584425
gilbert_meta_104,bg_know_q3,-0.6187676343441866,0.22603067945928845,-0.4526883863584217,0.18696208687451216
gilbert_meta_104,bg_know_q4,0.3156813800049065,0.16110596670172492,0.21770561010776943,0.10298950648907298
gilbert_meta_104,bg_know_q5,-0.17889778718071125,0.19278876330843936,-0.13780846749417974,0.1459176409378398
gilbert_meta_104,bg_know_q6,0.27651021423660616,0.15453670624290522,0.19479686612368147,0.10763152049091727
gilbert_meta_104,bg_know_q7,0.314348176174774,0.16964353690785303,0.22306714993858345,0.12239162843388184
gilbert_meta_104,bg_know_q8,1.8341001655002485,0.37275283353812366,1.3007867495176428,0.20770159317516623
gilbert_meta_104,bg_know_q9,-3.248806322937407,0.7357937310150621,-2.2681183723647806,0.15281496748071724
gilbert_meta_2,1,-4.815687410080103,0.46937114479930875,-1.6746868692433716,0.09918337721263495
gilbert_meta_2,10,-0.1586386650299208,0.1864825448547165,-0.05640611798866816,0.06595588773134294
gilbert_meta_2,11,0.3555203896741785,0.19431641579995307,0.12402913286629093,0.06796142796049151
gilbert_meta_2,12,-0.7693220787943943,0.19377171360145654,-0.26946032979493767,0.07176863125716859
gilbert_meta_2,13,0.2426518175414567,0.18377862448375168,0.08389499008392555,0.06340919245434229
gilbert_meta_2,14,4.244729482928673,0.3484960037895142,1.4779132137743967,0.08398692180454444
gilbert_meta_2,15,-4.919289672960716,0.4495488625780442,-1.7112773655621247,0.09441905887190645
gilbert_meta_2,16,-0.10635541621426178,0.19548515736159863,-0.036266693233682354,0.06794465349484764
gilbert_meta_2,17,-0.4427405618715055,0.19756372696254024,-0.1553745860583397,0.07119209766381947
gilbert_meta_2,18,0.4172619216156087,0.17014087594063532,0.1455325117534862,0.059350446975260734
gilbert_meta_2,19,-1.5516935456453098,0.24349661363056854,-0.5418418760416579,0.08858085496800294
gilbert_meta_2,2,4.194776843879049,0.3181439015736053,1.4611286780507762,0.08072637170856045
gilbert_meta_2,20,4.812191804978153,0.39755362480327017,1.6753396372556542,0.09326783092985054
gilbert_meta_2,3,0.5023098693723056,0.19688228560223742,0.1760961596210736,0.07106131497103693
gilbert_meta_2,4,-0.2983889804361314,0.16154783210316637,-0.10438362276678723,0.05707339720045941
gilbert_meta_2,5,-0.40860672701095735,0.19681366738211822,-0.14267080211163555,0.06910028527786487
gilbert_meta_2,6,1.9180126170937393,0.276455017829343,0.6679406108512003,0.08849102069769045
gilbert_meta_2,7,-1.6314034770587167,0.23003497674428094,-0.5695585579213291,0.0836793779296968
gilbert_meta_2,8,-5.1482878442320334,0.47237260124148733,-1.7906755891441457,0.09473975745639131
gilbert_meta_2,9,3.5629596322508865,0.3119429899356569,1.2407274756098758,0.08260608015676399
gilbert_meta_7,s_vocab_0_2021,1.9171757765767519,0.19440310713564454,1.4018771759035602,0.12646948669725072
gilbert_meta_7,s_vocab_10_2021,1.3245864321585414,0.199203723675193,0.9689115938577698,0.1410564526318981
gilbert_meta_7,s_vocab_11_2021,-0.9133083883702696,0.13520675471596125,-0.6682176407466616,0.0966846656482779
gilbert_meta_7,s_vocab_12_2021,-1.3803633399089612,0.14549191347434595,-1.0095967090756885,0.0981337595409142
gilbert_meta_7,s_vocab_13_2021,-0.8809460781105536,0.14617210237879785,-0.6441358377687701,0.1025731206385638
gilbert_meta_7,s_vocab_14_2021,-1.9649789577308412,0.20265233284450646,-1.436669738480497,0.13065152564916252
gilbert_meta_7,s_vocab_15_2021,-0.3981292793993829,0.13629873125558836,-0.2910563927962786,0.0988290936600718
gilbert_meta_7,s_vocab_16_2021,-0.7615541680343587,0.1433291004821623,-0.5568142878403973,0.10143394301200098
gilbert_meta_7,s_vocab_17_2021,0.6838616679863109,0.13684813356856967,0.5000964478586397,0.0976415439981524
gilbert_meta_7,s_vocab_18_2021,1.693306069489868,0.193325372552753,1.2383044656143332,0.1305248075681454
gilbert_meta_7,s_vocab_19_2021,-0.2268080477567562,0.13049196821968861,-0.16559079881909766,0.0946718783895662
gilbert_meta_7,s_vocab_1_2021,0.15740992486953645,0.15971883533378795,0.115465492638998,0.11700633910862347
gilbert_meta_7,s_vocab_20_2021,-0.7098096325309412,0.14929693915348377,-0.5190165302441825,0.10642443895683679
gilbert_meta_7,s_vocab_21_2021,-0.2847068002165522,0.15000392397074902,-0.20865255413863026,0.11010965435392035
gilbert_meta_7,s_vocab_22_2021,0.3118930089419946,0.14593615093397766,0.22784196084406685,0.10577127988478155
gilbert_meta_7,s_vocab_23_2021,-2.428704746251458,0.2107966853818003,-1.7761226465629092,0.13287828914083558
gilbert_meta_7,s_vocab_24_2021,0.1766447522372531,0.13626557626053323,0.12938271725475012,0.09986889983988652
gilbert_meta_7,s_vocab_25_2021,0.8208141314958234,0.15960848602892677,0.6007842463860479,0.11646723458063497
gilbert_meta_7,s_vocab_26_2021,-1.5601207027755777,0.16507930043782643,-1.1408238157127952,0.10899682229029514
gilbert_meta_7,s_vocab_27_2021,1.557775725213535,0.15151577111881498,1.1392462773976322,0.09947508334690833
gilbert_meta_7,s_vocab_28_2021,-2.2913192105825533,0.21191120564052773,-1.674926634733355,0.12726423347309382
gilbert_meta_7,s_vocab_29_2021,-1.00537311615229,0.14660546506599828,-0.7353656771291337,0.10322971899084032
gilbert_meta_7,s_vocab_2_2021,1.4035522508240696,0.17439118021986502,1.0265587458416796,0.12055026990418508
gilbert_meta_7,s_vocab_30_2021,1.040959755831637,0.16048723395849557,0.7618488786177084,0.1164124287161063
gilbert_meta_7,s_vocab_31_2021,-1.1146614947219828,0.16182996074475722,-0.8150298453871319,0.11187901098708512
gilbert_meta_7,s_vocab_32_2021,1.496741820092117,0.17420269032260677,1.0941705835231101,0.11424357518370828
gilbert_meta_7,s_vocab_33_2021,-0.3102273928290252,0.1518921475404839,-0.22692398688621399,0.11066678403848478
gilbert_meta_7,s_vocab_34_2021,-0.5407813859153312,0.12796941865176328,-0.3951383578340152,0.09063235172988798
gilbert_meta_7,s_vocab_35_2021,-0.6356577423358373,0.1710203663636772,-0.4647674521765697,0.12304470194912079
gilbert_meta_7,s_vocab_3_2021,-2.0632047120175026,0.20148621239360484,-1.5092277995482386,0.1361619417660547
gilbert_meta_7,s_vocab_4_2021,2.32942297898559,0.23116042592831051,1.7025770533645042,0.14074356916041714
gilbert_meta_7,s_vocab_5_2021,1.3086750277783303,0.16080565471584565,0.9575274598273167,0.1140777879727509
gilbert_meta_7,s_vocab_6_2021,-0.3675952266064802,0.15890033107030666,-0.26931161080052846,0.1166282402958401
gilbert_meta_7,s_vocab_7_2021,-0.6386889253905652,0.12105316963407688,-0.4672485461741144,0.08705582579046328
gilbert_meta_7,s_vocab_8_2021,2.7912272580629596,0.2495703988195368,2.0404621702744765,0.14889158180678927
gilbert_meta_7,s_vocab_9_2021,1.462892767092902,0.19884369099369406,1.0695815936506152,0.13583945270280967
gilbert_meta_8,s_cc_10_2021,0.620234500058199,0.18036410294858868,0.26744323016069704,0.07731626636143207
gilbert_meta_8,s_cc_11_2021,2.716731576806563,0.27478788159893064,1.171286666881304,0.10889286599532101
gilbert_meta_8,s_cc_14_2021,0.007499414095499217,0.20031799723515786,0.003160308077654434,0.08626993219630175
gilbert_meta_8,s_cc_15_2021,1.5230026718286327,0.20240202638522697,0.6568362873594534,0.08491330157242764
gilbert_meta_8,s_cc_16_2021,-0.3497752232653873,0.1930515080413358,-0.1510291709624769,0.0834327293314971
gilbert_meta_8,s_cc_17_2021,1.0609789523020767,0.20253789240194675,0.4572223914181143,0.08427747294954033
gilbert_meta_8,s_cc_18_2021,1.8563583132724046,0.20343076936442464,0.8004315682159643,0.0827198760298384
gilbert_meta_8,s_cc_19_2021,0.4869222970711809,0.21170548195255598,0.21007979717356268,0.09121548421025924
gilbert_meta_8,s_cc_20_2021,3.9272543101151265,0.3132600781360858,1.6929517903687814,0.11371182565156987
gilbert_meta_8,s_cc_21_2021,0.1413754661326017,0.17245419123430913,0.0610102215773437,0.07442186402838595
gilbert_meta_8,s_cc_22_2021,3.046447429694254,0.24929494296007432,1.3135040450867583,0.09496330865689666
gilbert_meta_8,s_cc_23_2021,-2.631392806039387,0.24299523321961986,-1.1342280635957647,0.09143417120071108
gilbert_meta_8,s_cc_26_2021,-3.9912999211429314,0.28664827910810137,-1.7208415102249675,0.10377772680404836
gilbert_meta_8,s_cc_27_2021,0.5730223403289545,0.18412499565455492,0.24719114844017967,0.07914649188285931
gilbert_meta_8,s_cc_28_2021,-3.4645662249492992,0.2828272513702194,-1.4934283172197942,0.10254325612609931
gilbert_meta_8,s_cc_29_2021,-0.1352035085485646,0.1907488439790668,-0.058463206585662966,0.08234685738335937
gilbert_meta_8,s_cc_2_2021,-1.425764334912182,0.19692562621817303,-0.6153200333548373,0.08589518019292336
gilbert_meta_8,s_cc_30_2021,1.3541372150735353,0.19699689433306658,0.5837830359837092,0.0814234124003681
gilbert_meta_8,s_cc_31_2021,-1.5581377721244598,0.18112956415021622,-0.6720754640527599,0.0760416176684575
gilbert_meta_8,s_cc_32_2021,-1.4766431998477825,0.2069470798189911,-0.6372398960554896,0.09003639930325992
gilbert_meta_8,s_cc_33_2021,-3.390049817324483,0.2536449191630723,-1.4613461807521262,0.08907358357131281
gilbert_meta_8,s_cc_34_2021,1.7566849170669916,0.197868009335581,0.7573398498903825,0.07958587609642347
gilbert_meta_8,s_cc_3_2021,-3.2681548025580303,0.25106310918613445,-1.4086299376177929,0.08640698195686783
gilbert_meta_8,s_cc_4_2021,1.8120009683520648,0.21054463202355933,0.7814217788569696,0.08722076948189093
gilbert_meta_8,s_cc_5_2021,-0.6605732087138069,0.18465382625052265,-0.28508008652768685,0.07979876620352783
gilbert_meta_8,s_cc_6_2021,3.628841085084243,0.2603976750286785,1.564605592038819,0.094827572385603
gilbert_meta_8,s_cc_7_2021,-3.9039142984046737,0.3180999669552675,-1.6828170150115698,0.11522306868521294
gilbert_meta_8,s_cc_8_2021,2.7485410348280674,0.23866319305245726,1.1856357804241109,0.09958769906955238
gilbert_meta_8,s_cc_9_2021,-1.0045573742794065,0.19764625131005026,-0.43340460999287606,0.0851120288098288
